Time,Id,Beta1,Beta2,ChiSquare1,Exponential1,InverseGamma1,Laplace2,Normal1
2022-11-03T14:04:06.381-06:00,2,0.590455202085701,0.740647329999207,0.735705289999115,63.7762872157727,4.13122811398804,19.0941699725337,49.5848931962684
2022-11-03T14:04:06.474-06:00,2,0.685493969933965,0.679996913043425,4.66861888733431,59.991109515722,6.12928104120222,29.1570807490585,66.1694488621037
2022-11-03T14:04:06.582-06:00,2,0.702104532210481,0.66875237659684,1.30632543994189,61.0797425410225,2.9752039216337,4.5852125552933,44.0955536937637
2022-11-03T14:04:06.675-06:00,2,0.648917944597196,0.717297008595055,1.07542280016559,27.3366904893471,10.2024599459049,-34.9509542739956,44.1007111263078
2022-11-03T14:04:06.783-06:00,2,0.571117266162347,0.662576090962242,1.52670743001427,34.793931586167,10.2645182835988,-15.5195858896156,33.5571812949673
2022-11-03T14:04:06.876-06:00,2,0.641264011074742,0.639253504274432,0.850864711681221,13.9018243208875,2.87672099536797,-10.6461159707756,65.6729811797016
2022-11-03T14:04:06.984-06:00,2,0.684374349909772,0.660839294826976,1.23436908037048,135.009635491613,3.08164038610631,-15.4956673914543,56.1347997158874
2022-11-03T14:04:07.078-06:00,2,0.560265942967268,0.798729013432322,4.94277939559032,25.630889122101,4.38461119455527,-17.3828563074595,50.5306721688802
2022-11-03T14:04:07.185-06:00,2,0.746564396637054,0.672537945192938,2.14252002191979,57.7142632061216,26.770413713782,-0.540774317998349,38.906226900121
2022-11-03T14:04:07.278-06:00,2,0.704325427885286,0.636887348898943,1.8813276500917,0.587945893446185,8.73688155824687,18.4658238582911,53.5993784965959
2022-11-03T14:04:07.363-06:00,2,0.704325427885286,0.636887348898943,1.8813276500917,0.587945893446185,8.73688155824687,18.4658238582911,53.5993784965959
2022-11-03T14:04:07.464-06:00,2,0.729660119697087,0.64675135568116,0.396832514303132,1.06205248051868,3.03654372330075,13.95052920153,45.7230535098135
2022-11-03T14:04:07.572-06:00,2,0.663126285739368,0.636364252685685,1.74947911359943,1.64448461554657,5.04367185642655,5.46075541184595,61.0182727967245
2022-11-03T14:04:07.665-06:00,2,0.725925303042423,0.64724500617538,1.47432402814446,30.8923914256508,3.96317612440592,-31.3590460080482,44.3911096883362
2022-11-03T14:04:07.774-06:00,2,0.577037948260084,0.683053446119909,0.998042204518475,154.105067249982,7.38302239434442,14.0358874053669,49.8981451960777
2022-11-03T14:04:07.866-06:00,2,0.72932918982742,0.680956577753019,2.53875953354603,0.516404435241706,7.49433762409858,3.41234757619963,57.1212052785847
2022-11-03T14:04:07.959-06:00,2,0.607767643229924,0.619033555600532,3.50977625983997,4.01775475513213,6.46033530153378,-3.61693733283829,38.9897838649007
2022-11-03T14:04:08.068-06:00,2,0.725170574266466,0.668686846545145,1.35085668291915,23.9575399443491,3.95887205076421,6.34082168006934,58.3302085563656
2022-11-03T14:04:08.161-06:00,2,0.638855719805528,0.763282857165557,1.77071106526,48.032399240723,4.16948960484588,-1.12154984885626,50.2110846315957
2022-11-03T14:04:08.269-06:00,2,0.669137013064351,0.73068893304163,1.62090186563057,73.4461766266638,3.58138303254094,0.263721009721571,58.4313051501734
